route_id,direction_label,stop_code,stop_name,stop_sequence
54,Inbound,maas,Main Street (Municipal Parking Lot),2
54,Inbound,pasq,Park Square (Park & RI-146A),3
54,Inbound,wmns,Walmart (North Smithfield),4
54,Inbound,lima,Lincoln Mall,5
54,Inbound,noce,North Central Industrial Park,6
54,Inbound,ccri,CCRI Lincoln,7
54,Inbound,lipa,Twin River Casino,8
54,Inbound,psta,Providence Station,9
54,Inbound,kepl,Kennedy Plaza (Providence),10
54,Inbound,riho,Hospital District (Eddy & Borden),11
54,Outbound,riho,Hospital District (Eddy & Borden),1
54,Outbound,kepl,Kennedy Plaza (Providence),2
54,Outbound,psta,Providence Station,3
54,Outbound,lipa,Twin River Casino,4
54,Outbound,ccri,CCRI Lincoln,5
54,Outbound,noce,North Central Industrial Park,6
54,Outbound,lima,Lincoln Mall,7
54,Outbound,wmns,Walmart (North Smithfield),8
54,Outbound,pasq,Park Square (Park & RI-146A),9
54,Outbound,clkm,Clinton St. at Kennedy Manor,10
54,Outbound,stpb,Stop & Shop Bellingham,11
55,Inbound,ric,Rhode Island College,1
55,Inbound,hsfi,High Service & Fatima Drive,2
55,Inbound,adlu,Shaw's (North Providence),3
55,Inbound,huea,Providence College,4
55,Inbound,adcb,Admiral & Chad Brown,5
55,Inbound,gasm,Gaspee & Smith,6
55,Inbound,kepl,Kennedy Plaza (Providence),7
55,Outbound,kepl,Kennedy Plaza (Providence),1
55,Outbound,gasm,Gaspee & Smith,2
55,Outbound,adcb,Admiral & Chad Brown,3
55,Outbound,huea,Providence College,4
55,Outbound,adlu,Shaw's (North Providence),5
55,Outbound,hsfi,High Service & Fatima Drive,6
55,Outbound,ric,Rhode Island College,7
56,Inbound,stom,Stop & Shop (Providence - Manton Ave),1
56,Inbound,chmt,Chalkstone & Mt Pleasant,2
56,Inbound,chri,Chalkstone & River,3
56,Inbound,vaho,VA Hospital,4
56,Inbound,chsm,Chalkstone & Smith,5
56,Inbound,smfr,Smith & Francis,6
56,Inbound,kepl,Kennedy Plaza (Providence),7
56,Outbound,kepl,Kennedy Plaza (Providence),1
56,Outbound,smfr,Smith & Francis,2
56,Outbound,chsm,Chalkstone & Smith,3
56,Outbound,vaho,VA Hospital,4
56,Outbound,chri,Chalkstone & River,5
56,Outbound,chmt,Chalkstone & Mt Pleasant,6
56,Outbound,stom,Stop & Shop (Providence - Manton Ave),7
57,Inbound,cent,Centerdale,1
57,Inbound,smtu,Smith & Fruit Hill,2
57,Inbound,mesm,Smith & Academy,3
57,Inbound,chsm,Chalkstone & Smith,4
57,Inbound,smfr,Smith & Francis,5
57,Inbound,kepl,Kennedy Plaza (Providence),6
57,Outbound,kepl,Kennedy Plaza (Providence),1
57,Outbound,smfr,Smith & Francis,2
57,Outbound,chsm,Chalkstone & Smith,3
57,Outbound,mesm,Smith & Academy,4
57,Outbound,smtu,Smith & Fruit Hill,5
57,Outbound,cent,Centerdale,6
58,Inbound,sfcr,Smithfield Crossing,1
58,Inbound,es44,Esmond & RI-44,2
58,Inbound,esmo,Waterman & Esmond,3
58,Inbound,rogr,Waterman & Greystone,4
58,Inbound,bpms,Bypass & Mineral Spring,5
58,Inbound,ssbo,sunset & bourne,6
58,Inbound,msdo,Mineral Spring & Douglas,7
58,Inbound,adlu,Shaw's (North Providence),8
58,Inbound,brdo,Branch & Douglas,9
58,Inbound,chbr,Branch & Charles,10
58,Inbound,wrco,West River & Corliss,11
58,Inbound,psta,Providence Station,12
58,Inbound,kepl,Kennedy Plaza (Providence),13
58,Inbound,riho,Hospital District (Eddy & Borden),14
58,Outbound,riho,Hospital District (Eddy & Borden),1
58,Outbound,kepl,Kennedy Plaza (Providence),2
58,Outbound,psta,Providence Station,3
58,Outbound,wrco,West River & Corliss,4
58,Outbound,chbr,Branch & Charles,5
58,Outbound,brdo,Branch & Douglas,6
58,Outbound,adlu,Shaw's (North Providence),7
58,Outbound,msdo,Mineral Spring & Douglas,8
58,Outbound,ssbo,sunset & bourne,9
58,Outbound,bpms,Bypass & Mineral Spring,10
58,Outbound,rogr,Waterman & Greystone,11
58,Outbound,esmo,Waterman & Esmond,12
58,Outbound,es44,Esmond & RI-44,13
58,Outbound,sfcr,Smithfield Crossing,14
59,Inbound,slpl,Slatersville Plaza (Brigido's Market),1
59,Inbound,brvl,Branch Village,2
59,Inbound,pasq,Park Square (Park & RI-146A),3
59,Inbound,linr,Lincoln Mall Park & Ride (Rear Lot),4
59,Inbound,exte,Exchange Terrace (Stop X),5
59,Inbound,conv,Rhode Island Convention Center,6
59,Inbound,weem,Westminster & Empire,7
59,Inbound,weed,Weybosset & Eddy,8
59,Inbound,tuhe,Turk's Head,9
59,Outbound,conv,Rhode Island Convention Center,1
59,Outbound,weem,Westminster & Empire,2
59,Outbound,weed,Weybosset & Eddy,3
59,Outbound,tuhe,Turk's Head,4
59,Outbound,exte,Exchange Terrace (Stop X),5
59,Outbound,linr,Lincoln Mall Park & Ride (Rear Lot),6
59,Outbound,pasq,Park Square (Park & RI-146A),7
59,Outbound,brvl,Branch Village,8
59,Outbound,slpl,Slatersville Plaza (Brigido's Market),9
60,Inbound,gace,Newport Transportation Center,1
60,Inbound,twmi,West Main & East Main,2
60,Inbound,ga17,Naval Undersea Warfare Center (Gate 23),3
60,Inbound,grla,Greene Lane (Middletown),4
60,Inbound,pose,Portsmouth Senior Center (RI-114),5
60,Inbound,emtu,East Main & Turnpike,6
60,Inbound,pmpr,Park & Ride (East Main - Portsmouth),7
60,Inbound,mtho,Roger Williams University (Bristol),8
60,Inbound,host,Hope & State (Bristol),9
60,Inbound,majo,Main & Joyce (Warren),10
60,Inbound,whch,Park & Ride (White Church - Barrington),11
60,Inbound,kepl,Kennedy Plaza (Providence),12
60,Outbound,kepl,Kennedy Plaza (Providence),1
60,Outbound,whch,Park & Ride (White Church - Barrington),2
60,Outbound,majo,Main & Joyce (Warren),3
60,Outbound,host,Hope & State (Bristol),4
60,Outbound,mtho,Roger Williams University (Bristol),5
60,Outbound,pmpr,Park & Ride (East Main - Portsmouth),6
60,Outbound,pose,Portsmouth Senior Center (RI-114),7
60,Outbound,grla,Greene Lane (Middletown),8
60,Outbound,emtu,East Main & Turnpike,9
60,Outbound,ga17,Naval Undersea Warfare Center (Gate 23),10
60,Outbound,twmi,West Main & East Main,11
60,Outbound,gace,Newport Transportation Center,12
61,Inbound,fird,Park & Ride (Fish Road - Tiverton),1
61,Inbound,pmpr,Park & Ride (East Main - Portsmouth),2
61,Inbound,mtho,Roger Williams University (Bristol),3
61,Inbound,mtfr,Metacom & Franklin,4
61,Inbound,tpic,TPI Composites,5
61,Inbound,mar6,Market St & US-6,6
61,Inbound,wapk,Park & Ride (Franklin St - Warren),7
61,Inbound,majo,Main & Joyce (Warren),8
61,Inbound,whch,Park & Ride (White Church - Barrington),9
61,Inbound,tuth,Tunnel & Thayer,10
61,Inbound,exte,Exchange Terrace (Stop X),11
61,Inbound,conv,Rhode Island Convention Center,12
61,Inbound,weem,Westminster & Empire,13
61,Inbound,weed,Weybosset & Eddy,14
61,Inbound,tuhe,Turk's Head,15
61,Outbound,conv,Rhode Island Convention Center,1
61,Outbound,weem,Westminster & Empire,2
61,Outbound,weed,Weybosset & Eddy,3
61,Outbound,tuhe,Turk's Head,4
61,Outbound,exte,Exchange Terrace (Stop X),5
61,Outbound,tuth,Tunnel & Thayer,6
61,Outbound,whch,Park & Ride (White Church - Barrington),7
61,Outbound,majo,Main & Joyce (Warren),8
61,Outbound,wapk,Park & Ride (Franklin St - Warren),9
61,Outbound,mar6,Market St & US-6,10
61,Outbound,tpic,TPI Composites,11
61,Outbound,mtfr,Metacom & Franklin,12
61,Outbound,mtho,Roger Williams University (Bristol),13
61,Outbound,pmpr,Park & Ride (East Main - Portsmouth),14
61,Outbound,fird,Park & Ride (Fish Road - Tiverton),15
62,Inbound,gace,Newport Transportation Center,1
62,Inbound,nppr,Newport Park & Ride,2
62,Outbound,nppr,Newport Park & Ride,1
62,Outbound,gace,Newport Transportation Center,2
63,Inbound,oxbo,Oxbow Farms Apartments,1
63,Inbound,wmss,West Main at Stop & Shop (on-street),2
63,Inbound,stsm,Stop & Shop (West Main - Middletown),3
63,Inbound,amex,Middletown Public Library,4
63,Inbound,miga,Newport Garage,5
63,Inbound,gafo,JT Connell & Maple,6
63,Inbound,nema,Newport Towne Center,7
63,Inbound,brak,Broadway & Admiral Kalbfus,8
63,Inbound,boco,Broadway & Collins (Newport Police Dept),9
63,Inbound,gace,Newport Transportation Center,10
63,Outbound,gace,Newport Transportation Center,1
63,Outbound,ciha,Newport City Hall,2
63,Outbound,brak,Broadway & Admiral Kalbfus,3
63,Outbound,nema,Newport Towne Center,4
63,Outbound,gafo,JT Connell & Maple,5
63,Outbound,miga,Newport Garage,6
63,Outbound,aqsh,Aquidneck Shopping Center (E Main),7
63,Outbound,emva,East Main & Valley,8
63,Outbound,weho,West House,9
63,Outbound,stsm,Stop & Shop (West Main - Middletown),10
63,Outbound,oxbo,Oxbow Farms Apartments,11
64,Inbound,kirr,Kingston Railroad Station,1
64,Inbound,uri,URI Kingston (Memorial Union),2
64,Inbound,rtwe,Park & Ride (RI-1 & RI-138),3
64,Inbound,urib,URI Bay Campus,4
64,Inbound,rt1a,Park & Ride (RI-1A & RI-138),5
64,Inbound,jame,Jamestown Ferry Landing,6
64,Inbound,nema,Newport Towne Center,7
64,Inbound,ccrn,CCRI Newport,8
64,Inbound,ga17,Naval Undersea Warfare Center (Gate 23),9
64,Inbound,gace,Newport Transportation Center,10
64,Outbound,gace,Newport Transportation Center,1
64,Outbound,nema,Newport Towne Center,2
64,Outbound,ga17,Naval Undersea Warfare Center (Gate 23),3
64,Outbound,ccrn,CCRI Newport,4
64,Outbound,jame,Jamestown Ferry Landing,5
64,Outbound,rt1a,Park & Ride (RI-1A & RI-138),6
64,Outbound,urib,URI Bay Campus,7
64,Outbound,rtwe,Park & Ride (RI-1 & RI-138),8
64,Outbound,uri,URI Kingston (Memorial Union),9
64,Outbound,kirr,Kingston Railroad Station,10
65,Inbound,narr,Narragansett (Salt Pond Plaza),1
65,Inbound,wake,Old Tower Hill Rd at Wakefield Mall,2
65,Inbound,rtwe,Park & Ride (RI-1 & RI-138),3
65,Inbound,2102,Wickford Train Station (Park & Ride),4
65,Inbound,exte,Exchange Terrace (Stop X),5
65,Inbound,conv,Rhode Island Convention Center,6
65,Inbound,weem,Westminster & Empire,7
65,Inbound,weed,Weybosset & Eddy,8
65,Inbound,tuhe,Turk's Head,9
65,Outbound,conv,Rhode Island Convention Center,1
65,Outbound,weem,Westminster & Empire,2
65,Outbound,weed,Weybosset & Eddy,3
65,Outbound,tuhe,Turk's Head,4
65,Outbound,exte,Exchange Terrace (Stop X),5
65,Outbound,2102,Wickford Train Station (Park & Ride),6
65,Outbound,rtwe,Park & Ride (RI-1 & RI-138),7
65,Outbound,wake,Old Tower Hill Rd at Wakefield Mall,8
65,Outbound,narr,Narragansett (Salt Pond Plaza),9
66,Inbound,uri,URI Kingston (Memorial Union),1
66,Inbound,kirr,Kingston Railroad Station,2
66,Inbound,exva,RI-2 & Exeter Rd,3
66,Inbound,2102,Wickford Train Station (Park & Ride),4
66,Inbound,rt24,Park & Ride (RI-2 & RI-4),5
66,Inbound,ccrw,CCRI Warwick,6
66,Inbound,tfgr,TF Green Airport,7
66,Inbound,kepl,Kennedy Plaza (Providence),8
66,Inbound,psta,Providence Station,9
66,Outbound,psta,Providence Station,1
66,Outbound,exte,Exchange Terrace (Stop X),2
66,Outbound,tfgr,TF Green Airport,3
66,Outbound,ccrw,CCRI Warwick,4
66,Outbound,rt24,Park & Ride (RI-2 & RI-4),5
66,Outbound,2102,Wickford Train Station (Park & Ride),6
66,Outbound,exva,RI-2 & Exeter Rd,7
66,Outbound,kirr,Kingston Railroad Station,8
66,Outbound,uri,URI Kingston (Memorial Union),9
67,Inbound,bele,Bellevue & Ledge,1
67,Inbound,maho,Marble House,2
67,Inbound,beru,Bellevue & Ruggles,3
67,Inbound,salv,Salve Regina University,4
67,Inbound,beme,Bellevue & Memorial Blvd,5
67,Inbound,gace,Newport Transportation Center,6
67,Outbound,gace,Newport Transportation Center,1
67,Outbound,beme,Bellevue & Memorial Blvd,2
67,Outbound,salv,Salve Regina University,3
67,Outbound,beru,Bellevue & Ruggles,4
67,Outbound,maho,Marble House,5
67,Outbound,bele,Bellevue & Ledge,6
68,Inbound,dhsm,Aquidneck Corp Park (Dept of Human Svcs),1
68,Inbound,fibe,First Beach,2
68,Inbound,beme,Bellevue & Memorial Blvd,3
68,Inbound,gace,Newport Transportation Center,4
68,Inbound,3rbv,Third Street at Bayside Village,5
68,Inbound,topk,Miantonomi Park (Hillside & Eisenhower),6
68,Inbound,ccrn,CCRI Newport,7
68,Outbound,ccrn,CCRI Newport,1
68,Outbound,topk,Miantonomi Park (Hillside & Eisenhower),2
68,Outbound,3rbv,Third Street at Bayside Village,3
68,Outbound,gace,Newport Transportation Center,4
68,Outbound,beme,Bellevue & Memorial Blvd,5
68,Outbound,fibe,First Beach,6
68,Outbound,dhsm,Aquidneck Corp Park (Dept of Human Svcs),7
69,Inbound,gabe,Galilee (Block Island Ferry),1
69,Inbound,narr,Narragansett (Salt Pond Plaza),2
69,Inbound,wake,Old Tower Hill Rd at Wakefield Mall,3
69,Inbound,petr,Kingstown & High,4
69,Inbound,uri,URI Kingston (Memorial Union),5
69,Outbound,uri,URI Kingston (Memorial Union),1
69,Outbound,petr,Kingstown & High,2
69,Outbound,wake,Old Tower Hill Rd at Wakefield Mall,3
69,Outbound,narr,Narragansett (Salt Pond Plaza),4
69,Outbound,gabe,Galilee (Block Island Ferry),5
71,North,jlnm,Job Lot (Pawtucket),1
71,North,nmda,Pawtucket & Dartmouth,2
71,North,nmra,Pawtucket & Randall,3
71,North,patc,Pawtucket-Central Falls Transit Center,4
71,North,brba,Broad & Barton,5
71,North,hubr,Hunt & Broad,6
71,North,brjo,Broad & John,7
71,North,mibr,Ann & Hope Way & Broad,8
71,North,s122,Stop & Shop (Cumberland),9
71,South,s122,Stop & Shop (Cumberland),1
71,South,mibr,Ann & Hope Way & Broad,2
71,South,brjo,Broad & John,3
71,South,hubr,Hunt & Broad,4
71,South,brba,Broad & Barton,5
71,South,patc,Pawtucket-Central Falls Transit Center,6
71,South,nmra,Pawtucket & Randall,7
71,South,nmda,Pawtucket & Dartmouth,8
71,South,jlnm,Job Lot (Pawtucket),9
72,Inbound,patc,Pawtucket-Central Falls Transit Center,1
72,Inbound,deba,Dexter & Barton,2
72,Inbound,dewh,Dexter & West Hunt,3
72,Inbound,welo,Weeden & Lonsdale,4
72,Inbound,poan,Power & Anderton,5
72,Inbound,sfpo,Smithfield & Power,6
72,Inbound,walp,Walmart (Providence),7
72,Inbound,adch,Admiral & Charles,8
72,Inbound,psta,Providence Station,9
72,Inbound,kepl,Kennedy Plaza (Providence),10
72,Inbound,riho,Hospital District (Eddy & Borden),11
72,Outbound,riho,Hospital District (Eddy & Borden),1
72,Outbound,kepl,Kennedy Plaza (Providence),2
72,Outbound,psta,Providence Station,3
72,Outbound,adch,Admiral & Charles,4
72,Outbound,walp,Walmart (Providence),5
72,Outbound,sfpo,Smithfield & Power,6
72,Outbound,poan,Power & Anderton,7
72,Outbound,welo,Weeden & Lonsdale,8
72,Outbound,dewh,Dexter & West Hunt,9
72,Outbound,deba,Dexter & Barton,10
72,Outbound,patc,Pawtucket-Central Falls Transit Center,11
73,Inbound,ccri,CCRI Lincoln,1
73,Inbound,lipa,Twin River Casino,2
73,Inbound,msch,Mineral Spring & Charles,3
73,Inbound,loms,Lonsdale & Mineral Spring,4
73,Inbound,patc,Pawtucket-Central Falls Transit Center,5
73,Outbound,patc,Pawtucket-Central Falls Transit Center,1
73,Outbound,loms,Lonsdale & Mineral Spring,2
73,Outbound,msch,Mineral Spring & Charles,3
73,Outbound,lipa,Twin River Casino,4
73,Outbound,ccri,CCRI Lincoln,5
75,Inbound,noce,North Central Industrial Park,1
75,Inbound,lima,Lincoln Mall,2
75,Inbound,amic,Amica Insurance (Corporate Office),3
75,Inbound,asht,Ashton (RI-116 & RI-122),4
75,Inbound,menb,Mendon & Broad,5
75,Inbound,lode,Lonsdale & Dexter,6
75,Inbound,deba,Dexter & Barton,7
75,Inbound,patc,Pawtucket-Central Falls Transit Center,8
75,Outbound,patc,Pawtucket-Central Falls Transit Center,1
75,Outbound,deba,Dexter & Barton,2
75,Outbound,lode,Lonsdale & Dexter,3
75,Outbound,menb,Mendon & Broad,4
75,Outbound,asht,Ashton (RI-116 & RI-122),5
75,Outbound,amic,Amica Insurance (Corporate Office),6
75,Outbound,lima,Lincoln Mall,7
75,Outbound,noce,North Central Industrial Park,8
76,Inbound,beth,Benefit & Thurber,1
76,Inbound,nece,Newport & Central,2
76,Inbound,stcs,Stop & Shop (Pawtucket),3
76,Inbound,argb,Armistice & George Bennett,4
76,Inbound,patc,Pawtucket-Central Falls Transit Center,5
76,Outbound,patc,Pawtucket-Central Falls Transit Center,1
76,Outbound,argb,Armistice & George Bennett,2
76,Outbound,stcs,Stop & Shop (Pawtucket),3
76,Outbound,nece,Newport & Central,4
76,Outbound,beth,Benefit & Thurber,5
78,Inbound,patc,Pawtucket-Central Falls Transit Center,1
78,Inbound,maro,Roosevelt & Main,2
78,Inbound,scbe,School & Beverage Hill,3
78,Inbound,nebh,Newport & Beverage Hill,4
78,Inbound,pafe,Pawtucket & Newman,5
78,Inbound,wamp,Wampanoag Mall,6
78,Inbound,brsi,Taunton & Waterman,7
78,Inbound,tapo,Taunton & Potter,8
78,Inbound,aneg,Angell & Elmgrove,9
78,Inbound,tuth,Tunnel & Thayer,10
78,Inbound,kepl,Kennedy Plaza (Providence),11
78,Outbound,kepl,Kennedy Plaza (Providence),1
78,Outbound,tapo,Taunton & Potter,2
78,Outbound,brsi,Taunton & Waterman,3
78,Outbound,wamp,Wampanoag Mall,4
78,Outbound,pafe,Pawtucket & Newman,5
78,Outbound,nebh,Newport & Beverage Hill,6
78,Outbound,bhpr,Beverage Hill & Prospect,7
78,Outbound,slmi,Slater Mill (Roosevelt & Main),8
78,Outbound,patc,Pawtucket-Central Falls Transit Center,9
80,Inbound,arbl,Slater Park (Armistice Blvd),1
80,Inbound,arne,Armistice & Newport,2
80,Inbound,aryo,Armistice & York,3
80,Inbound,cogb,Columbus & George Bennett,4
80,Inbound,meho,Memorial Hospital,5
80,Inbound,patc,Pawtucket-Central Falls Transit Center,6
80,Outbound,patc,Pawtucket-Central Falls Transit Center,1
80,Outbound,meho,Memorial Hospital,2
80,Outbound,cogb,Columbus & George Bennett,3
80,Outbound,aryo,Armistice & York,4
80,Outbound,arne,Armistice & Newport,5
80,Outbound,arbl,Slater Park (Armistice Blvd),6
87,East,medr,Memorial Drive,1
87,East,seri,Second & River,2
87,East,maas,Main Street (Municipal Parking Lot),3
87,East,cadu,Cass & Dulude,4
87,East,wapl,Walnut Hill Plaza,5
87,East,prri,Diamond Hill Plaza,6
87,West,prri,Diamond Hill Plaza,1
87,West,wapl,Walnut Hill Plaza,2
87,West,cadu,Cass & Dulude,3
87,West,maas,Main Street (Municipal Parking Lot),4
87,West,fmse,Fairmount & Second,5
87,West,medr,Memorial Drive,6
88,Inbound,simv,Simmons Village,1
88,Inbound,walc,Walmart (Cranston),2
88,Outbound,walc,Walmart (Cranston),1
88,Outbound,simv,Simmons Village,2
89,Inbound,jenm,Jennings Manor,1
89,Inbound,arma,Arlington Manor,2
89,Inbound,haho,Harris House,3
89,Inbound,devn,Devan Manor,4
89,Inbound,scvi,Scituate Vista Apartments,5
89,Inbound,plco,Plainfield & Comstock,6
89,Inbound,walc,Walmart (Cranston),7
89,Outbound,walc,Walmart (Cranston),1
89,Outbound,plco,Plainfield & Comstock,2
89,Outbound,scvi,Scituate Vista Apartments,3
89,Outbound,devn,Devan Manor,4
89,Outbound,haho,Harris House,5
89,Outbound,arma,Arlington Manor,6
89,Outbound,jenm,Jennings Manor,7
92,East,ric,Rhode Island College,1
92,East,atmp,Atwells & Mt Pleasant,2
92,East,egsq,Eagle Square (Atwells & Valley),3
92,East,atde,Atwells & Dean,4
92,East,kepl,Kennedy Plaza (Providence),5
92,East,unec,Eddy & South (Nursing Education Ctr),6
92,East,fopo,Fox Point (Wickenden & Ives),7
92,East,goap,Governor Apartments,8
92,East,esmp,East Side Riverview Place,9
92,West,esmp,East Side Riverview Place,1
92,West,goap,Governor Apartments,2
92,West,fopo,Fox Point (Wickenden & Ives),3
92,West,unec,Eddy & South (Nursing Education Ctr),4
92,West,kepl,Kennedy Plaza (Providence),5
92,West,atde,Atwells & Dean,6
92,West,egsq,Eagle Square (Atwells & Valley),7
92,West,atmp,Atwells & Mt Pleasant,8
92,West,ric,Rhode Island College,9
95,Inbound,west,Westerly Railroad Station,1
95,Inbound,asha,Park & Ride (RI-3 - Ashaway),2
95,Inbound,wyom,Park & Ride (Wyoming),3
95,Inbound,exit,Park & Ride (Exit 21 - West Greenwich),4
95,Inbound,exte,Exchange Terrace (Stop X),5
95,Inbound,conv,Rhode Island Convention Center,6
95,Inbound,weem,Westminster & Empire,7
95,Inbound,weed,Weybosset & Eddy,8
95,Inbound,tuhe,Turk's Head,9
95,Outbound,conv,Rhode Island Convention Center,1
95,Outbound,weem,Westminster & Empire,2
95,Outbound,weed,Weybosset & Eddy,3
95,Outbound,tuhe,Turk's Head,4
95,Outbound,exte,Exchange Terrace (Stop X),5
95,Outbound,exit,Park & Ride (Exit 21 - West Greenwich),6
95,Outbound,wyom,Park & Ride (Wyoming),7
95,Outbound,asha,Park & Ride (RI-3 - Ashaway),8
95,Outbound,west,Westerly Railroad Station,9
